기관명,기관구분,주소,홈페이지
열린마음허정신건강의학과의원,의원,"충청남도 천안시 동남구 공설시장2길 3 2층 (대흥동, 무궁화빌딩)",
열린성모정신건강의학과의원,의원,"서울특별시 노원구 한글비석로 384 (중계동, 대호프라자)",
열린세상,정신재활시설,"서울특별시 양천구 남부순환로 450, 301호",wmind.org
열린정신건강의학과의원,의원,"충청북도 청주시 청원구 상당로 307 301호 (내덕동, 농협중앙회)",
열린정신건강의학과의원,의원,서울특별시 강서구 등촌로5길 2 6층 (화곡동),
열린정신건강의학과의원,의원,"경기도 성남시 분당구 백현로101번길 23 302호 (수내동, 미도프라자)",
영광군보건소,보건소,전라남도 영광군 영광읍 신남로4길 17 ,
영광기독신하병원,기초정신건강복지센터,전라북도 고창군 전봉준로90,www.gcmhc.or.kr
영광기독신하병원,기초정신건강복지센터,전라남도 영광군 영광읍 신남로 4길 17,www.ykcenter.com
영광사회복귀시설,정신재활시설,전라남도 영광군 영광읍 신남로 268,www.nanwon.or.kr
영남대학교병원,상급종합병원,대구광역시 남구 현충로 170 (대명동),
영남대학교의과대학부속영천병원,종합병원,경상북도 영천시 오수1길 10 (오수동),
영남대학교의료원,기초정신건강복지센터,대구광역시 남구 대명2동 영선길34 남구보건소 4층,www.monami.or.kr
영남정신요양원,정신요양시설,경상북도 김천시 어모면 작점로640,www.hakjeong.com
영덕군 정신건강복지센터,기초정신건강복지센터,경상북도 영덕군 영덕읍 경동로 8367,www.yd.go.kr
영덕군보건소,보건소,경상북도 영덕군 영덕읍 경동로 8367 ,
영도구보건소,보건소,부산광역시 영도구 태종로 423 ,
영동군 정신건강복지센터,기초정신건강복지센터,충청북도 영동군 영동읍 반곡동길 7 영동군보건소,www.yd21.go.kr
영동군보건소,보건소,충청북도 영동군 영동읍 반곡동길 7,
영동신경정신과의원,의원,충청북도 영동군 영동읍 계산로 3 (영동읍),
영동신경정신과의원,의원,"서울특별시 서초구 서초중앙로 146 302호 (서초동, 경원빌딩)",
영등포구 정신건강복지센터,기초정신건강복지센터,"서울특별시 영등포구 당산로 123, 영등포구보건소 4층 ",www.ydp.go.kr/health/main.do
영등포구보건소,보건소,서울특별시 영등포구 당산로 123 ,
영등포아이존,정신재활시설,"서울특별시 영등포구 영등포로 84길 24-14, 2층","www,ydpaizone.or.kr"
영생원,정신요양시설,충청북도 옥천군 옥천읍 삼청3길 34,www.ysw382.or.kr
영암군보건소,보건소,전라남도 영암군 영암읍 오리정길 39 ,
영양군 정신건강복지센터,기초정신건강복지센터,경상북도 영양군 영양읍 동서대로 82,http://www.yyg.go.kr/www/health
영양군보건소,보건소,경상북도 영양군 영양읍 동서대로 82 ,
영월군 정신건강복지센터,기초정신건강복지센터,강원도 영월군 영월읍 하송로 46-43 1층,www.ywmhc.or.kr
영월군보건소,보건소,강원도 영월군 영월읍 하송로 44 ,
영주삼봉병원,병원,경상북도 영주시 꽃동산로 43 (가흥동),
영주시 정신건강복지센터,기초정신건강복지센터,경상북도 영주시 영주로 159번길 73 영주시치매안심센터 2층,
영주시보건소,보건소,경상북도 영주시 시청로 1번길 19 ,
영천시보건소,보건소,경상북도 영천시 옛군청1길 31 ,
영파의료재단 마음향기병원,기초정신건강복지센터,부산광역시 금정구 중앙대로 1777 금정구청 별관 5층,www.mhmc.kr
예다움정신건강의학과의원,의원,"경기도 화성시 경기대로 1014 6층 601호 (병점동, 병점프라자)",
예담정신건강의학과의원,의원,대전광역시 동구 동구청로 205 2층 (판암동),
예미담요양병원,기초정신건강복지센터,충청북도 진천군 진천읍 중앙북1길 11-8 진천군보건소 별관 2층,www.jcmhc.net
예사랑정신건강의학과의원,의원,대전광역시 유성구 테크노4로 137 웰스피아 2층 204호 (관평동),
예산군 정신건강복지센터,기초정신건강복지센터,충청남도 예산군 예산읍 군청로 22,www.health.yesan.go.kr
예산군보건소,보건소,충청남도 예산군 예산읍 군청로 22,
예산정신요양원,정신요양시설,충청남도 예산군 예산읍 간양길 258,www.sujungwon.or.kr
예선정신건강의학과의원,의원,서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 305호 (역삼동),
예솜정신건강의학과의원,의원,서울특별시 강남구 개포로 205 양재빌딩 4층 401호 (개포동),
예스홈,정신재활시설,서울특별시 도봉구 우이천로 38 나길 53,www.yeshome.or.kr
예온정신건강의학과의원,의원,서울특별시 성북구 보문로 183 논현빌딩 3층 302호 (삼선동4가),
예원정신건강의학과의원,의원,"경기도 구리시 경춘로 208 4층 (수택동, 동진빌딩)",
예인병원,병원,"인천광역시 남동구 논고개로 71 7,8,9,10층층 1001,1002호 (논현동, 가산타워)",
예일정신건강의학과의원,의원,충청북도 청주시 서원구 사직대로 296 3층 (사직동),
예천군 정신건강복지센터,기초정신건강복지센터,경상북도 예천군 예천읍 충효로 424,health.ycg.kr/open.content/ko
예천군보건소,보건소,경상북도 예천군 예천읍 충효로 424 ,
예체르하우스,정신재활시설,서울특별시 강서구 강서로 18아길 25-14 201호,ysrhouse.modoo.at/
오근영정신건강의학과의원,의원,전라북도 전주시 덕진구 송천중앙로 136 2층 (송천동1가),
오늘정신건강의학과의원,의원,"서울특별시 용산구 한강대로 69 2층 205~206호 (한강로2가, 용산푸르지오써밋)",
오동원신경정신과의원,의원,부산광역시 남구 수영로 273 (대연동),
오름정신건강의학과의원,의원,부산광역시 수영구 수영로 466 4층 (남천동),
오산시보건소,보건소,경기도 오산시 경기동로 59 ,
오산한국병원,종합병원,경기도 오산시 밀머리로1번길 16 (원동),
오석산정신요양원,정신요양시설,충청남도 부여군 부여읍 청마로 61,www.osuksan.or.kr
오앤이정신건강의학과의원,의원,대구광역시 남구 대명로 76 (대명동),
오영미정신건강의학과의원,의원,전라북도 전주시 완산구 당산로 106 (서신동),
오정신건강의학과의원,의원,서울특별시 동대문구 왕산로32길 7 BYC 청량리 오피스텔 5층 (용두동),
오정신건강의학과의원,의원,서울특별시 영등포구 영신로40길 3-1 (영등포동6가),
옥천군보건소,보건소,충청북도 옥천군 옥천읍 삼양로8길 10 ,
온누리정신과의원,의원,충청북도 옥천군 옥천읍 삼금로 21 (옥천읍),
온맘정신건강의학과의원,의원,서울특별시 강동구 양재대로 1607 약봉빌딩 2층 (천호동),
온빛병원,병원,대구광역시 동구 반야월북로2길 16-1 (율암동),
온사랑병원,중독관리통합지원센터,"부산광역시 해운대구 반송로853, 반송보건지소1층",www.haeundaeacc.com
온세병원,병원,"경기도 남양주시 평내로29번길 49 10층 (평내동, M2프라자)",
온유한정신건강의학과의원,의원,충청북도 청주시 흥덕구 복대로 186 동민빌딩 5층 (복대동),
온정신건강의학과의원,의원,제주특별자치도 제주시 동광로 122 2층 201호 (일도이동),
온정신건강의학과의원,의원,부산광역시 금정구 온천장로 131 2층 (장전동),
옹진군보건소,보건소,인천광역시 미추홀구 매소홀로 120,
완도군 정신건강복지센터,기초정신건강복지센터,전라남도 완도군 완도읍 농공단지길 34,
완도군보건의료원,보건소,전라남도 완도군 완도읍 농공단지길 34 ,
완주군보건소,보건소,전라북도 완주군 삼례읍 삼봉로 215-20 ,
요셉의집,정신재활시설,경상북도 청도군 이서면 서원길 3-140,
요한빌리지,정신재활시설,광주광역시 남구 방림로 5(방림동),www.johnvillage.or.kr
용산구 정신건강복지센터,기초정신건강복지센터,서울특별시 용산구 녹사평대로150 용산보건소1층,ysmind.org
용산구보건소,보건소,서울특별시 용산구 녹사평대로 150 ,
용산새빛,정신재활시설,서울특별시 용산구 원효로 35길 1-22 ,yssb.org
용인시 기흥구보건소,보건소,경기도 용인시 기흥구 신갈로58번길 11 ,
용인시 수지구보건소 ,보건소,경기도 용인시 수지구 포은대로 435 ,
용인시 처인구보건소,보건소,경기도 용인시 처인구 중부대로 1199,
용인시정신건강복지센터(부설) 자살예방센터,자살예방센터,경기도 용인시 기흥구 신갈로 58번길 11 신갈동행정복지센터내3층,www.ycenter.or.kr
용인정신건강의학과의원,의원,서울특별시 서초구 신반포로 205 반포쇼핑타운 6동 3층 (잠원동),
우경종정신건강의학과의원,의원,"경기도 성남시 분당구 황새울로312번길 20 303호 (서현동, 태성빌딩)",
우리공감정신건강의학과의원,의원,"서울특별시 송파구 법원로 114 C동 212호 (문정동, 엠스테이트)",
우리내꿈터,정신재활시설,"강원도 춘천시 중앙로 104-1,2층",https://ccmrc.blog.me
우리누리,정신요양시설,대전광역시 서구 장안로 835,www.suyangwon.com
우리다움정신건강의학과의원,의원,대전광역시 중구 계백로 1622 (유천동),
우리동네연세정신건강의학과의원,의원,서울특별시 강서구 강서로 43 도양라비앙타워 8층 802호 (화곡동),
우리동네정신건강의학과의원,의원,"경기도 안산시 단원구 중앙대로 915 501호,504호 (고잔동, 월드코아빌딩)",
우리둥지,정신재활시설,"대구광역시 달서구 와룡로 9길 75, 파라다이스빌라 A동 505호",cafe.daum.net/woori-nest
우리들정신건강센터,정신재활시설,충청북도 청주시 서원구 청남로 2089,www.woorideul.or.kr
우리들정신건강의학과의원,의원,"충청북도 청주시 흥덕구 사운로 246 2층,3층4층 (운천동)",
우리마을,정신재활시설,"경기도 수원시 영통구 영통로 200번길 43, 영통우리빌 나동",www.ggwoori.or.kr
우리맘정신건강의학과의원,의원,"경기도 용인시 수지구 광교중앙로 304 501호 (상현동, 미주프라자)",
우리병원,병원,경상남도 함안군 칠서면 삼칠로 1213 (),
우리아이맘정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 168 604일부호 (금곡동, 미도프라자)",
우리정신건강의학과의원,의원,광주광역시 남구 대남대로 281 2-3층 (월산동),
우리정신건강의학과의원,의원,부산광역시 금정구 수림로 15 2층 (부곡동),
우리정신건강의학과의원,의원,대전광역시 서구 도산로 51 302호 (도마동),
우리정신건강의학과의원,의원,전라북도 전주시 덕진구 안덕원로 159 2층 (인후동2가),
우리집,정신재활시설,"서울특별시 광진구 긴고랑로36길 57-11, 202호",www.gj-silver.co.kr
우리집,정신재활시설,경기도 용인시 처인구 금학로 277번길 8-4 우리집,cafe.daum.net/3223911
우리집정신건강의학과의원,의원,"대전광역시 서구 계룡로 630 2층 (용문동, 수정빌딩)",
우정훈 정신건강의학과의원,의원,"부산광역시 사하구 낙동대로216번길 3 1층 (괴정동, 신화프라자)",
우행원신경정신과의원,의원,서울특별시 종로구 종로 329-1 2층 (창신동),
울릉군보건의료원,보건소,경상북도 울릉군 울릉읍 울릉순환로 396-18,
