기관명,기관구분,주소,홈페이지,latitude,longitude,전화번호
송탄정신건강의학과의원,의원,경기도 평택시 송탄공원로 72-1 2층 (지산동),,37.0746645,127.0574989,031-666-9620
송태홍정신건강의학과 의원,의원,경기도 파주시 후곡로 1 경기빌딩 2층 205호 (금촌동),,37.757389,126.7739819,전화번호 없음
송파구 정신건강복지센터,기초정신건강복지센터,서울특별시 송파구 양산로 5,www.songpa.go.kr/ehealth/,37.4899283,127.1427989,02-420-1479
송파구보건소,보건소,서울특별시 송파구 올림픽로 326 ,,37.51461070000001,127.1060852,02-2147-4883
송파구정신건강복지센터,자살예방센터,서울특별시 송파구 양산로 5,http://www.spmind.or.kr/,37.4899283,127.1427989,02-420-1479
송파드림정신건강의학과의원,의원,서울특별시 송파구 마천로 53 대경빌딩 4층 (오금동),,37.5085391,127.1267028,02-2043-7737
송파미소병원,병원,서울특별시 송파구 오금로 513 위례빌딩 (거여동),,37.4932282,127.1458801,02-1661-9299
송파서울정신과의원,의원,서울특별시 송파구 송파대로 392 (송파동),,37.5026221,127.1100089,02-400-2911
송파성모정신건강의학과의원,의원,"서울특별시 송파구 송파대로 167 B동 B212호 (문정동, 문정역테라타워)",,37.4855846,127.1225635,02-6930-5777
송파아이존,정신재활시설,서울특별시 송파구 장지동 충민로 6길 17,www.aizone.or.kr,37.4821039,127.1333671,02-2144-1140
송파어우러기,정신재활시설,"서울특별시 송파구 백제고분로 446, 204호",harmony.ggcoop.or.kr,37.5104692,127.1127199,02-488-2228
송헌일토닥토닥정신건강의학과의원,의원,인천광역시 계양구 장제로 899 2층 (임학동),,37.5470437,126.7399742,032-543-7583
수린목,정신재활시설,서울특별시 구로구 고척로3길 99 대하쉐르빌 9동 101호,www.수린목.kr,37.4980109,126.836371,041-688-6228
수서삼성정신건강의학과의원,의원,"서울특별시 강남구 밤고개로1길 10 201호 (수서동, 수서현대벤쳐빌)",,37.4879855,127.1017774,02-2226-7100
수성구보건소,보건소,대구광역시 수성구 수성로 213 ,,35.8447501,128.6122891,053-761-5696
수성베네스트,정신재활시설,대구광역시 수성구 수성로 285,www.benest.or.kr,35.8511106,128.6130772,053-762-5866
수성중동병원,병원,"대구광역시 수성구 수성로 268 1층 102호, 2층~8층 (중동)",,35.8494781,128.6135155,053-719-3399
수앤미정신건강의학과의원,의원,울산광역시 남구 수암로 108 2층 (신정동),,35.5284454,129.3189745,052-273-6075
수영구보건소,보건소,부산광역시 수영구 수영로 637-5 ,,35.1625694,129.1135604,051-751-1362
수원성심정신건강의학과의원,의원,경기도 수원시 영통구 중부대로 308 (매탄동),,37.2730794,127.0494586,031-213-2548
수원시 권선구보건소,보건소,경기도 수원시 권선구 호매실로 22-50 ,,37.2584218,126.971187,031-228-6760
수원시 영통구보건소,보건소,경기도 수원시 영통구 영통로 396 ,,37.2568077,127.0694354,031-228-8716
수원시 장안구보건소,보건소,경기도 수원시 장안구 송원로 101 ,,37.3037564,127.0100865,031-228-5909
수원시 팔달구보건소,보건소,경기도 수원시 팔달구 팔달산로 6 ,,37.271451,127.012419,031-228-7716
수원시성인정신건강복지센터,기초정신건강복지센터,경기도 수원시 팔달구 매산로 89 2층 ,www.suwonmental.org,37.2705312,127.0106644,031-247-0887
수원시자살예방센터,자살예방센터,경기도 수원시 팔달구 동말로 47번길 17,,37.2794103,126.999341,031-247-3279
수원신경정신과의원,의원,경기도 수원시 팔달구 정조로 777 (팔달로3가),,37.2762007,127.0155575,031-245-4545
수원우노병원,병원,경기도 수원시 권선구 장다리로 94 (권선동),,37.2585449,127.0216039,031-233-7543
수원중앙병원,병원,경기도 수원시 권선구 권선로 654 (권선동),,37.2500118,127.0269081,031-238-8724
수인복지재단,중독관리통합지원센터,대구광역시 동구 아양로 246-1(3층),www.alcohol21.net,35.886924,128.639959,전화번호 없음
수정신건강의학과의원,의원,"서울특별시 중구 동호로 180 2층 203호 (신당동, 동양빌딩)",,37.5544541,127.0113076,031-213-1575
수지연세정신과의원,의원,"경기도 용인시 수지구 풍덕천로 122 5층 503-3호 (풍덕천동, 하나로프라자)",,37.3225021,127.0955611,031-266-7022
순창군보건의료원,보건소,전라북도 순창군 순창읍 교성로 135,,35.3670603,127.1438338,063-650-5444
순천시 정신건강복지센터,기초정신건강복지센터,전라남도 순천시 중앙로 232 순천시보건소 3층,,34.9667843,127.4859789,전화번호 없음
순천시보건소,보건소,전라남도 순천시 중앙로 232 ,,34.9667365,127.4865388,061-749-4340
순천정신건강의학과의원,의원,전라남도 순천시 중앙로 119-1 (중앙동),,34.9552809,127.4860658,061-725-8275
순천향대학교 부속 구미병원,종합병원,경상북도 구미시 1공단로 179 (공단동),,36.1029197,128.3826798,054-468-9114
순천향대학교 부속 서울병원,종합병원,서울특별시 용산구 대사관로 59 (한남동),,37.5337071,127.0043068,02-709-9114
순천향대학교부속 부천병원,기초정신건강복지센터,경기도 부천시 성오로 172 오정어울마당 3층,www.bucheonlove.co.kr,37.5280532,126.7960424,032-621-5663
순천향대학교부속 천안병원,상급종합병원,"충청남도 천안시 동남구 순천향6길 31 5동 (봉명동,순천향대학교병원)",,36.8025927,127.1357093,041-570-2289
순천향대학교부속부천병원,상급종합병원,경기도 부천시 조마루로 170 (중동),,37.4983912,126.7627375,032-621-5663
숭인사회복귀시설,정신재활시설,경상남도 양산시 모래들1길 91,www.soongin.net,35.4008636,129.1476878,055-379-0220
숭인정신건강의학과의원,의원,부산광역시 동래구 중앙대로 1325 이센타워 10층 1001호 (온천동),,35.2052554,129.0775087,02-2135-3542
쉐어하우스,정신재활시설,경기도 부천시 소사로126번길 59-7 2층,cafe.naver.com/shareh3312,37.4709251,126.7996088,02-595-1258
쉼정신건강의학과의원,의원,"서울특별시 강동구 천호대로 1116 2층 207,028호 (성내동, 라이저강동빌딩)",,37.534621,127.1351783,044-864-1181
쉼터공동체,정신재활시설,대전광역시 유성구 세동로474-35,shimter8269.or.kr,36.3119245,127.2700197,042-825-8269
쉼플러스정신건강의학과의원,의원,서울특별시 강남구 학동로 215 씨엘타워 602호층 (논현동),,37.5148754,127.032599,02-511-4333
스롤라인,정신재활시설,서울특별시 용산구 백범로 90길 이레빌딩 1층,www.srolanh.or.kr,37.5372488,126.9692938,02-701-5325
스마일빌,정신요양시설,전라북도 남원시 대면대곡 신계길397,www.smilevill.or.kr,35.4268006,127.3051534,063-626-8666
스마트정신건강의학과의원,의원,"세종특별자치시 절재로 194 504호 (어진동, 세종드림)",,36.5082505,127.2624711,044-862-7392
슬하정신건강의학과의원,의원,제주특별자치도 제주시 노형8길 2 4층 (노형동),,33.48439,126.4772776,064-747-3217
승우정신요양원,정신요양시설,경기도 오산시 가장산업동로 69-9,www.sw1988.kr,37.1644055,127.0425873,031-372-5192
시온정신건강의학과의원,의원,경상남도 거창군 거창읍 중앙로 163-4 4층 (중앙수입코너),,35.6879617,127.9162852,055-944-1575
시울 정신건강의학과의원,의원,"제주특별자치도 서귀포시 일주동로 8675 (서귀동, 한라클리닉)",,33.2464495,126.5637975,064-763-0780
시일건강타운,정신요양시설,전라남도 장성군 북하면 백양로 445,www.siil.or.kr,35.4260924,126.8462744,061-394-3210
시흥시보건소,보건소,경기도 시흥시 호현로 55,,37.44535460000001,126.7849293,031-310-5901
시흥시자살예방센터,자살예방센터,경기도 시흥시 호현로 55 ,,37.44535460000001,126.7849293,전화번호 없음
시흥정신건강의학과의원,의원,경기도 시흥시 비둘기공원로 8 시흥메디칼 801호 (대야동),,37.4440695,126.7904454,031-499-4975
신 경성 정신건강의학과의원,의원,부산광역시 수영구 수영로 577 3층 (광안동),,35.1573368,129.1127188,051-636-5560
신가병원,종합병원,광주광역시 광산구 목련로 316 (신가동),,35.1774583,126.8296247,062-953-2200
신광철정신건강의학과의원,의원,인천광역시 미추홀구 인하로 275 (주안동),,37.4483401,126.6786856,032-867-8202
신남정신건강의학과의원,의원,대구광역시 중구 달성로 1 6층 (대신동),,35.8651489,128.5819924,053-431-0211
신대구정신건강의학과의원,의원,대구광역시 달서구 달구벌대로 1660 3층 (감삼동),,35.8538025,128.5476412,053-566-0364
신림정신건강의학과의원,의원,"서울특별시 관악구 신림로 366 (신림동, 7층)",http://www.sillimclinic.co.kr/,37.4869718,126.9293064,02-884-7990
신림평온정신건강의학과의원,의원,서울특별시 관악구 남부순환로 1619-1 4층 (신림동),https://sillimpeaceful.modoo.at/,37.4846874,126.9306646,02-6925-5515
신명기정신건강의학과의원,의원,"경기도 의정부시 시민로 83 404호 (의정부동, 광장타워)",,37.7387945,127.0445064,031-843-8643
신상은정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로926번길 6 6층 602호 (야탑동, 대덕프라자)",,37.4123094,127.1298487,031-706-8131
신생원,정신요양시설,대전광역시 유성구 진잠옛로 135번길 115,www.villageoflove.co.kr,36.3329542,127.3047888,053-962-2477
신석호정신과의원,의원,"서울특별시 강남구 개포로 615 201-1호, 308호 (개포동)",,37.4926936,127.0756284,02-2226-2231
신세계병원,병원,전라북도 김제시 금산면 구성5길 84-15 (),,35.7447855,127.0077801,041-357-7511
신세계정신건강의학과의원,의원,광주광역시 서구 죽봉대로 86 3층 (농성동),,35.1608671,126.8839757,031-928-6020
신세계정신건강의학과의원,의원,"부산광역시 수영구 수영로 710-1 10층 (광안동, 프라임메디칼빌딩)",,35.16769439999999,129.1172254,031-928-6020
신세계효병원,기초정신건강복지센터,전라북도 부안군 부안읍 오리정로 124,www.bmhc.or.kr,35.7229436,126.7358088,070-4035-8712
신세광의료재단 세광병원,기초정신건강복지센터,울산광역시 울주군 서향교1길 67-122층,www.ujcmhc.or.kr,35.558311,129.1138824,전화번호 없음
신안군보건소,보건소,전라남도 신안군 압해읍 천사로 1004 ,,34.8334155,126.3513788,061-275-8127
신유호정신건강의학과의원,의원,"경기도 성남시 분당구 분당로53번길 9 301호 (서현동, 에이원프라자)",,37.3838652,127.1213218,706-4824
신재경정신건강의학과의원,의원,"서울특별시 마포구 양화로 156 3층 315호 (동교동, LG팰리스빌딩)",,37.5560787,126.9234503,338-2016
신지용정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로916번길 7 301호 (야탑동, 서일빌딩)",,37.4111506,127.1298424,705-5594
신창사랑병원,병원,광주광역시 광산구 풍영정길 147 (신창동),,35.1829819,126.8505417,041-531-7581
신한대학교,기초정신건강복지센터,경기도 동두천시 중앙로 167,www.cmhc.or.kr,37.896607,127.0518844,031-870-3357
신혜힐링타운,정신요양시설,전라남도 해남군 해남읍 중앙1로 391,www.jncsw.org/shinhyewon,34.576693,126.5867093,061-532-4048
신홍식신경정신과의원,의원,"대구광역시 수성구 지범로 188 402호 (범물동, 청구리빙월드)",,35.8209743,128.6397037,053-781-2466
실버힐스병원,병원,"경기도 남양주시 경춘로 1260 (평내동, 하나프라자 5층)",,37.6466685,127.2348033,031-592-6090
심경장원,정신요양시설,대전광역시 유성구 진잠옛로 222-170,www.skjw.co.kr,36.334303,127.3240967,042-822-1601
심연정신건강의학과의원,의원,제주특별자치도 제주시 중앙로 570 2층 (아라일동),,33.472669,126.5452763,064-753-9393
심온정신건강의학과의원,의원,"서울특별시 강남구 압구정로 212 302호 (신사동, 방우빌딩 302호)",,37.5278224,127.0304583,02-511-2512
심우정신건강의학과의원,의원,인천광역시 부평구 길주로 633 삼산메디캐슬 302호 (삼산동),,37.50729949999999,126.7328825,053-422-7582
심우정신건강의학과의원,의원,대구광역시 중구 중앙대로 392 동성빌딩 3층 (동성로3가),,35.8674501,128.5938404,053-422-7582
심일정신건강의학과의원,의원,"경기도 안산시 단원구 원포공원1로 35 303,304호 (초지동)",,37.3018666,126.8125333,전화번호 없음
심정신건강의학과의원,의원,서울특별시 강서구 마곡중앙6로 66 퀸즈파크텐 2층 204호 (마곡동),,37.559925,126.8343328,053-422-7582
심주철정신건강의학과의원,의원,"부산광역시 부산진구 가야대로 785 (부전동, 인제메디컬센터 1301호)",,35.1579587,129.0575474,051-988-8275
아가페하우스,정신재활시설,"광주광역시 북구 양지택지로 37번길 30, 가람하이빌 401~404호",www.gjw.or.kr/agape,35.1808935,126.8986352,063-232-5850
아람메디컬병원,병원,"충청남도 아산시 온천대로1740번길 9 3,4층 (풍기동,아람빌딩)",,36.77428510000001,127.0296961,041-533-6119
아람터,정신재활시설,"경기도 수원시 장안구 광교산로 138번길34, 8동 201호",,37.2984818,127.0306961,031-989-3801
아로정신건강의학과의원,의원,서울특별시 서초구 서초대로 317 건원빌딩 3층 (서초동),,37.4947831,127.0162939,전화번호 없음
아름다운교회 사랑의집,정신재활시설,서울특별시 강북구 도봉로 71가길 27(수유동),www.sarangzip.or.kr,37.6325265,127.0220576,전화번호 없음
